id,category1,category2,question,a,b,c,answer,explanation,active
84,IT・デジタル,生成AI,生成AIを使って資料作成を効率化する場合に適切なのはどれですか。,AIが作った構成をそのまま資料にする,AIに全体を任せて作業時間を短縮する,たたき台として使い、人が内容を確認・修正する,C,生成AIは資料のたたき台作成に役立ちますが、最終的な正確性・表現・社内事情との整合は人が確認する必要があります。,TRUE
85,勤怠管理,36協定と残業上限,休日労働を含めた労働時間管理で注意すべき点として最も適切なものはどれですか,休日労働は36協定の上限管理と無関係である,休日労働を含めて月100時間未満や複数月平均80時間以内などを確認する,休日に短時間働いた場合は記録不要である,B,時間外労働と休日労働を合わせた時間が上限規制や健康管理に関係します。休日の業務対応も実態に応じて記録し適切に管理することが重要です,TRUE
86,IT・デジタル,生成AI,生成AIを使った文章作成で気をつけるべきことはどれですか。,読みやすい表現に整っているかを見る,相手に伝わりやすい構成か確認する,内容が自社の立場や事実と合っているか確認する,C,文章が読みやすくても、自社の方針・事実関係・相手との関係に合っていない場合があります。表現だけでなく内容の妥当性確認が必要です。,TRUE
87,キャリア・自己管理,メンタルヘルス,ストレスの原因（ストレッサー）として最も適切なのはどれでしょう。,体調の変化,仕事の量や人間関係,ストレス反応そのもの,B,ストレッサーとはストレスの原因となる外部要因で、仕事量の増加や人間関係のトラブルなどが代表例です。体調の変化や疲労はストレス反応の一部であり、原因ではありません。,TRUE
88,IT・デジタル,生成AI,生成AIの活用効果を確認するために見るべきものはどれですか。,利用者が便利だと感じているか,作成した文章の見た目が整っているか,作業時間・品質・確認漏れなどの具体的な変化,C,生成AIの効果は感覚だけでなく、作業時間の短縮、品質向上、確認漏れの減少など、具体的な変化で確認すると改善につなげやすくなります。,TRUE
89,キャリア・自己管理,メンタルヘルス,セルフケアの方法として適切なのはどれでしょう。,ストレスを感じても我慢し続ける,睡眠・休養・運動など生活習慣を整える,仕事量を増やして気を紛らわせる,B,セルフケアでは、睡眠・休養・運動などの生活習慣を整えることが基本です。我慢や無視はストレスを悪化させるため適切ではありません。,TRUE
90,IT・デジタル,生成AI,生成AIを使う人に求められる基本的な姿勢はどれですか。,AIの使い方を多く覚える,便利なプロンプトを集める,AIの出力情報を判断する力を持つ,C,生成AI活用では、使い方を覚えるだけでなく、出力内容を評価し、必要に応じて修正・確認する力が重要です。,TRUE
91,IT・デジタル,生成AI,生成AIに指示を出すときに適切な考え方はどれですか。,短い指示でAIに自由に考えさせる,参考情報を多く入れてAIに広く判断させる,条件や前提を具体的に伝える,C,生成AIは入力された情報をもとに回答を作るため、目的・条件・対象者・形式などを具体的に伝えると、期待に近い結果を得やすくなります。,TRUE
92,IT・デジタル,生成AI,生成AIに社内情報を入力する際に最も注意すべきことはどれですか。,文章を短くして入力する,多くの情報を入力して、特定しにくくする,機密情報や個人情報を入力してよいか確認する,C,生成AIに入力した情報の扱いはサービスや契約内容によって異なります。機密情報や個人情報は、入力可否や社内ルールを確認してから扱う必要があります。,TRUE
93,労務・雇用,安全衛生,ストレスチェック制度の対象として正しいのはどれでしょう。,従業員50人未満の事業場,従業員50人以上の事業場,派遣社員のみ,B,ストレスチェック制度は、従業員50人以上の事業場に実施が義務付けられています。50人未満の事業場は努力義務ですが、実施することで職場の健康管理に役立ちます。,TRUE
94,IT・デジタル,生成AI,生成AIを業務フローに取り入れる際に重要なことはどれですか。,便利な使い方から順に広げる,利用者の判断で自由に使えるようにする,利用範囲や確認責任を決めておく,C,生成AIを業務に組み込む場合は、使ってよい範囲、確認者、最終責任、記録方法などを決めておくことで、品質やリスクを管理しやすくなります。,TRUE
95,労務・雇用,ハラスメント,パワーハラスメントの典型的な特徴として最も適切なのはどれでしょう。,友人同士の軽い冗談,上下関係を背景にした不適切な言動,仕事と関係のない私的な相談,B,パワハラは「職場での優位性を背景にした不適切な言動」が特徴です。上下関係や職務上の影響力を利用した言動が問題となります。,TRUE
96,IT・デジタル,業務システム,業務システムの権限管理で大切な考え方はどれですか。,担当者が使いやすいよう広めに権限を付ける,部署内では同じ権限にそろえる,必要な人に必要な範囲の権限を付与する,C,業務システムでは必要最小限の権限にすることが基本です。不要な権限は誤操作や情報漏えいのリスクにつながります。,TRUE
97,勤怠管理,36協定と残業上限,36協定の範囲内で残業している場合の考え方として最も適切なものはどれですか,協定内であれば健康配慮は不要である,協定内であっても会社は安全配慮義務を負い長時間労働を抑制する必要がある,協定内なら残業代を支払わなくてもよい,B,36協定の範囲内であっても長時間労働による健康障害リスクはあります。会社は安全配慮義務を負うため業務量調整や健康確認などの対応が必要です,TRUE
98,勤怠管理,36協定と残業上限,ビジネスパーソンが36協定と残業上限を理解しておく意義として最も適切なものはどれですか,残業を自由に増やすためである,自分と職場の健康を守り適正な労働時間管理に協力するためである,勤怠記録を省略するためである,B,36協定と残業上限を理解することは自分自身の健康管理にも職場全体の適正な働き方にもつながります。長時間労働の兆候がある場合は早めに上司や関係部署へ相談することが大切です,TRUE
99,勤怠管理,シフト勤務・変形労働時間制,シフト制労働契約で労働条件を明示する際の対応として最も適切なものはどれですか,始業・終業時刻はすべて「シフトによる」とだけ書いておけばよい,始業・終業時刻や休日の考え方などを具体的に示し必要に応じてシフト表も交付する,勤務日が未定なら労働条件通知書は不要である,B,シフト制でも労働条件の明示は必要です。始業・終業時刻が確定している日がある場合は具体的に示し、休日についても設定の基本的な考え方を明確にすることが重要です,TRUE
100,コミュニケーション・ビジネススキル,傾聴,傾聴の基本スキルとして最も適切なのはどれでしょう。,相談者の話をすぐに解決策へ導く,相手の話を遮らずに聞く,自分の経験を積極的に話す,B,傾聴では、相手の話を遮らずに聞くことが基本です。解決策を急いだり、自分の話を挟んだりすると、相談者が安心して話せなくなります。,TRUE
101,IT・デジタル,業務システム,業務システムを変更するときに重要なことはどれですか。,現場が使いやすい画面にすることを優先する,変更後に問い合わせが来たら対応する,変更内容を関係者に共有し影響範囲を確認する,C,システム変更は利用者や後続業務に影響します。変更内容や影響範囲を事前に共有することで混乱や処理ミスを防ぎやすくなります。,TRUE
102,リスク管理・危機対応,災害対応,防火管理者の最も重要な役割として適切なのはどれでしょう。,消防署の代わりに火災を消火する,建物の防火管理業務を統括し、火災予防を行う,火災発生時に必ず現場に駆けつける,B,防火管理者は「火災を起こさないための管理」を統括する役割を担います。消火活動や建築設計を行うわけではなく、日常の点検、避難訓練、消防計画の作成など、組織的な火災予防が中心です。,TRUE
103,勤怠管理,シフト勤務・変形労働時間制,1年単位の変形労働時間制に関する説明として最も適切なものはどれですか,年間で平均すれば1日や1週の上限は一切ない,季節的な繁閑に対応しやすいが1日・1週・連続労働日数などに一定の制限がある,就業規則も労使協定も不要で導入できる,B,1年単位の変形労働時間制は年間の繁閑に対応しやすい制度ですが、1日10時間や1週52時間などの限度や連続労働日数などの制限があります。制度設計と運用管理が重要です,TRUE
104,IT・デジタル,業務システム,複数の業務システムを使う場合に注意すべきことはどれですか。,それぞれのシステムに合わせた形で情報を更新する,使いやすいシステムを優先して更新する,どの情報をどのシステムで管理するか確認する,C,複数システムを使う場合は情報の管理場所を明確にすることが重要です。二重入力や更新漏れを防ぐためにも役割分担を確認する必要があります。,TRUE
105,IT・デジタル,業務システム,業務システムで入力ミスを防ぐために適切なのはどれですか。,入力後に必要な項目や内容を確認する,慣れている項目は確認を簡略化する,エラーが出た項目だけを見直す,A,業務システムへの入力は後続業務や集計結果に影響します。入力後に必要項目や内容を確認することでミスや手戻りを減らせます。,TRUE
106,リスク管理・危機対応,災害対応,避難訓練の実施頻度として最も適切なのはどれでしょう。,1年に1回以上,3年に1回,5年に1回,A,避難訓練は原則として「年1回以上」実施する必要があります。特定防火対象物の場合は年2回が必要なケースもあり、事業所の種類によって異なります。,TRUE
107,IT・デジタル,業務システム,業務システムでエラーが出たときの適切な対応はどれですか。,表示内容や操作状況を整理して確認する,何度か同じ操作を繰り返して様子を見る,近い入力内容に変えて処理を進める,A,エラーが出た場合は画面表示や操作内容を整理して確認することが重要です。状況を記録しておくと関係者へ相談しやすくなります。,TRUE
108,リスク管理・危機対応,災害対応,消火器の点検でビジネスパーソンが最低限知っておくべきポイントはどれでしょう。,消火器は使用期限がない,消火器はどこに置いてもよい,消火器には点検義務があり、設置場所も決められている,C,消火器には点検義務があり、設置場所も通路や出入口付近など、消防法で基準が定められています。期限切れや不適切な設置は、火災時に重大なリスクとなります。,TRUE
109,IT・デジタル,業務システム,業務システムの操作マニュアルを使う目的として適切なのはどれですか。,操作を個人の経験だけに頼らないようにする,すべての例外対応を自動で判断するために使う,担当者ごとのやり方を増やすために使う,A,マニュアルは操作や判断のばらつきを減らすために役立ちます。属人化を防ぎ新任者や代理対応でも一定の品質を保ちやすくなります。,TRUE
110,労務・雇用,安全衛生,衛生管理者を選任しなければならない事業場として正しいのはどれでしょう。,従業員10人以上のすべての事業場,従業員50人以上の事業場,従業員100人以上の事業場,B,労働安全衛生法では、常時50人以上の労働者がいる事業場に衛生管理者の選任が義務付けられています。業種により「第一種」「第二種」の区分があり、特に製造業や建設業などは第一種が必要です。,TRUE
111,IT・デジタル,デジタルツール,チャットツールを業務で使う際に適切な考え方はどれですか。,早く送れるため重要事項も短く伝える,会話の履歴が残るため送信前の確認は不要,内容や相手に応じてメールや会議と使い分ける,C,チャットは迅速な共有に便利ですが、重要な決定や複雑な相談は記録性や説明のしやすさを考えて使い分ける必要があります。,TRUE
112,IT・デジタル,デジタルツール,ファイル共有ツールで重要な確認事項はどれですか。,保存場所よりも探しやすいファイル名になっているかを確認する,必要になりそうな人も含めて、広めに共有しておく,誰が閲覧や編集できるかを確認する,C,ファイル共有では、閲覧権限や編集権限の設定が重要です。必要以上に共有すると、情報漏えいや誤編集のリスクが高まります。,TRUE
113,労務・雇用,安全衛生,衛生委員会の設置が義務付けられる事業場として正しいのはどれでしょう。,従業員10人以上,従業員30人以上,従業員50人以上,C,衛生委員会は、常時50人以上の労働者がいる事業場で設置が義務付けられています。安全衛生に関する重要事項を審議し、職場環境改善の中心となる組織です。,TRUE
114,勤怠管理,36協定と残業上限,36協定の原則的な時間外労働の限度時間として最も適切なものはどれですか,上限は法律上定められていない,月45時間・年360時間,月80時間・年960時間,B,時間外労働の原則的な限度時間は月45時間・年360時間です。臨時的な特別の事情がない限りこの限度時間を超えないよう管理する必要があります,TRUE
115,勤怠管理,シフト勤務・変形労働時間制,1か月単位の変形労働時間制を運用する際に重要なことはどれですか,対象期間が始まってから自由に労働日を決める,対象期間・起算日・労働日・労働日ごとの労働時間をあらかじめ具体的に定める,月末に実績を見て後から変形制として扱う,B,1か月単位の変形労働時間制では、対象期間内の労働日と各日の労働時間を事前に特定することが重要です。後から都合よく変更する運用はトラブルや法令違反につながります,TRUE
116,労務・雇用,安全衛生,ストレスチェックの目的として最も適切なのはどれでしょう。,従業員を評価するため,メンタル不調者を特定して処分するため,従業員が自分のストレスに気づき、予防につなげるため,C,ストレスチェックの目的は、従業員が自分のストレス状態に気づき、メンタル不調を未然に防ぐことです。評価や処分のために使うことは法律で禁止されています。,TRUE
117,勤怠管理,36協定と残業上限,36協定を現場で守るために管理職が行うべき対応として最も適切なものはどれですか,残業申請を少なめに出すよう指導する,部下の労働時間を把握し上限に近づいた場合は業務調整や応援を検討する,上限超過しそうな場合は打刻だけ定時にさせる,B,管理職は部下の労働時間を把握し上限超過や過重労働を防ぐ役割があります。勤怠を実態より少なく記録させることは不適切であり未払い残業や健康障害リスクにつながります,TRUE
118,IT・デジタル,デジタルツール,デジタルツール活用の効果を確認するために見るべきものはどれですか。,利用者が便利だと感じているかを見る,画面の見やすさやデザインの印象を中心に見る,作業時間やミスの減少など具体的な変化を見る,C,デジタルツールの効果は感覚だけでなく、作業時間、確認漏れ、ミス、共有の早さなど具体的な変化で確認すると改善につなげやすくなります。,TRUE
119,リスク管理・危機対応,不当要求対応,不当要求に該当する可能性が高い行為として正しいのはどれでしょう。,商品の交換を求める,過度な金銭補償を要求する,商品の説明を求める,B,実際の損害を超える過度な金銭補償の要求は、不当要求の典型例です。正当なクレーム対応と不当要求を見極めることが、ビジネスパーソンには求められます。,TRUE
120,IT・デジタル,デジタルツール,複数のデジタルツールを併用するときに注意すべきことはどれですか。,便利なツールを増やせば業務効率は自然に上がる,各自が使いやすいツールを自由に選べるようにする,情報の保管場所や使い分けを明確にする,C,ツールが増えると情報が分散しやすくなります。どの情報をどこに保存し、どの場面で何を使うかを明確にすることが大切です。,TRUE
121,IT・デジタル,デジタルツール,デジタルツールを職場に導入するときに大切なことはどれですか。,詳しい人が使えれば十分と考える,まず使い始めてから必要に応じて考える,業務の流れや利用ルールもあわせて整える,C,ツールは業務フローやルールとセットで運用することが重要です。使い方や判断基準を共有することで、属人化や混乱を防げます。,TRUE
122,IT・デジタル,デジタルツール,タスク管理ツールを使う目的として適切なのはどれですか。,作業を多く登録して忙しさを見える化する,完了した作業を記録して成果を示す,担当者や期限を明確にし進捗を共有しやすくする,C,タスク管理ツールは、担当者、期限、進捗状況を共有し、作業漏れや認識違いを減らすために有効です。,TRUE
123,リスク管理・危機対応,不当要求対応,不当要求が疑われる場面で最も重要な行動はどれでしょう。,相手の要求を録音してSNSに投稿する,その場で判断して対応する,会話内容や状況を記録し、上司に報告する,C,不当要求は、記録が非常に重要です。日時・場所・発言内容などを記録し、上司や専門部署に報告することで、組織として適切な対応が可能になります。SNS投稿は情報漏えいとなり厳禁です。,TRUE
124,IT・デジタル,デジタルツール,デジタルツールの通知設定で適切な考え方はどれですか。,通知は多いほど早く気づけるため全て有効にする,集中のため通知はすべて切っておく,重要度に応じて通知を調整し見落としを防ぐ,C,通知は多すぎても少なすぎても業務に支障が出ます。重要度に応じて調整することで、必要な情報に気づきやすくなります。,TRUE
125,法務・コンプライアンス,会社法,株式会社の「取締役」の主な役割として最も適切なのはどれでしょう。,株主の利益だけを優先する,会社の業務執行を決定し、経営を行う,社員の採用を担当する,B,取締役は会社の業務執行を決定し、経営を担う立場。株主の利益だけでなく、会社全体の持続的成長を考える義務があります。実務は担当部署が行いますが、最終的な経営判断は取締役が担います。,TRUE
126,IT・デジタル,IT用語,サーバーという言葉の説明として適切なのはどれですか。,利用者が直接操作する画面を指す,インターネットに接続するためのケーブルを指す,他の端末や利用者に機能やデータを提供するコンピューターや仕組みを指す,C,サーバーは、データ保存、認証、Web表示など、利用者側に機能や情報を提供する役割を持つ仕組みです。,TRUE
127,IT・デジタル,IT用語,二要素認証や多要素認証の説明として適切なのはどれですか。,長いパスワードを使うことを指す,ログイン回数を減らして利便性を高めること,複数の確認手段を組み合わせて本人確認を強化すること,C,多要素認証は、パスワードに加えてスマートフォン確認や認証アプリなどを組み合わせ、なりすましリスクを下げる方法です。,TRUE
128,IT・デジタル,IT用語,バックアップの目的として適切なのはどれですか。,データを整理して見やすくすること,データを他部署へ共有しやすくすること,障害や誤削除に備えてデータを復元できるようにすること,C,バックアップは、システム障害、誤操作、端末故障などに備えて、必要なデータを復元できる状態にしておくためのものです。,TRUE
129,法務・コンプライアンス,景品表示・広告規制,景品表示法が禁止している「優良誤認表示」の例として最も適切なのはどれでしょう。,実際より性能が良いように見せる広告,商品の価格を表示する,キャンペーンを実施する,A,優良誤認表示とは、実際より著しく優れていると誤解させる表示のこと。性能・品質・内容などを偽る広告は違法となります。,TRUE
130,IT・デジタル,IT用語,IT用語を学ぶ目的として適切なのはどれですか。,専門部署との会話を円滑にするために覚える,専門用語なので学ぶ必要はない,業務で使う仕組みやリスクを理解し、判断や相談に活かす,C,IT用語は暗記が目的ではなく、業務上の判断や関係者との認識合わせに活かすことが重要です。,TRUE
131,会計・財務・税務,税務基礎,印紙税が必要となる文書として最も適切なのはどれでしょう。,社内メモ,名刺,契約金額が記載された契約書,C,印紙税は「課税文書」に対して課され、代表例が契約金額が記載された契約書。社内文書や名刺、口頭契約には印紙税は不要です。また、紙の契約書に適用され、電子契約の場合は原則不要です。,TRUE
132,IT・デジタル,IT用語,外部サービスの利用時に、APIという言葉の理解として適切なのはどれですか。,画面デザインを整えるための機能,パソコンの処理速度を高めるための部品,システム同士がデータや機能をやり取りするための接点,C,APIは、異なるシステム間で情報や機能を連携するための仕組みです。外部サービス連携や業務自動化で使われます。,TRUE
133,法務・コンプライアンス,下請・取引適正化,優越的地位の濫用に該当する可能性がある行為として正しいのはどれでしょう。,正当な理由なく取引先に不利益を押し付ける,取引条件を協議する,契約書を作成する,A,優越的地位の濫用とは、取引上優位な立場を利用して不当な要求を押し付ける行為。独禁法の重要な規制であり、下請法とも関連します。,TRUE
134,社会保険,雇用保険,雇用保険に加入する条件として最も適切なのはどれでしょう。,週10時間以上働くすべての人,週20時間以上働き、31日以上の雇用見込みがある人,正社員のみ,B,雇用保険は「週20時間以上の労働」と「31日以上の雇用見込み」が加入条件。パート・アルバイトでも条件を満たせば加入が必要で、正社員だけの制度ではありません。,TRUE
135,IT・デジタル,IT用語,IT用語が分からないときの適切な対応はどれですか。,似た言葉から意味を推測して進める,専門用語なので自分の業務では気にしない,資料や関係者に確認し、業務上の意味を理解する,C,IT用語は文脈によって意味が変わることがあります。分からない場合は確認し、業務への影響や使いどころを理解することが大切です。,TRUE
136,社会保険,健康保険,健康保険の給付として最も適切なのはどれでしょう。,仕事中のケガの補償,医療費の一部負担軽減,失業時の生活保障,B,健康保険は、病気やケガの治療費を「原則3割負担」にする制度。仕事中のケガは労災保険、失業は雇用保険、老後は年金が担当するため、役割を正しく理解する必要があります。,TRUE
137,IT・デジタル,IT用語,ログという言葉の説明として適切なのはどれですか。,利用者向けに表示される操作マニュアル,システム画面の見た目を整える設定,操作やアクセスなどの記録,C,ログは、誰がいつ何をしたか、どのような処理が行われたかなどの記録です。トラブル調査や不正防止に役立ちます。,TRUE
138,社会保険,介護保険,介護保険料の支払いが義務付けられるのは何歳からでしょう。,20歳,40歳,50歳,B,介護保険料は40歳から支払いが始まります。健康保険料と一緒に徴収されるため、給与明細で確認できる仕組みです。,TRUE
139,IT・デジタル,IT用語,外部サービスの利用時に、クラウドという言葉の理解として適切なのはどれですか。,専門部署のパソコンに保存する仕組みのこと,専門部署だけが使う大規模システムのこと,インターネット経由でサービスやデータを利用する仕組みのこと,C,クラウドは、インターネット経由でシステムやデータ保存などのサービスを利用する考え方です。業務効率化や場所を問わない利用に関係します。,TRUE
140,社会保険,労災保険,労災保険料を負担するのは誰でしょう。,労働者のみ,会社のみ,労働者と会社で折半,B,労災保険料は「全額会社負担」。労働者は1円も負担しません。給与明細に労災保険料が載らないのはこのためです。,TRUE
141,社会保険,厚生年金保険,厚生年金の保険料負担として正しいのはどれでしょう。,労働者が全額負担,会社が全額負担,労働者と会社で折半,C,厚生年金は「労働者と会社が半分ずつ負担」。負担は大きいですが、将来の年金額が国民年金より高くなるメリットがあります。,TRUE
142,IT・デジタル,IT用語,アカウント管理で大切な考え方はどれですか。,便利に使えるように、同じIDを複数人で共有する,使わなくなったアカウントもいざというときのために残しておく,誰が何を利用できるかを適切に管理する,C,アカウントは本人確認や権限管理に関係します。誰がどの情報や機能にアクセスできるかを適切に管理することが重要です。,TRUE
143,税金・年末調整,所得税の基本,給与から差し引かれる「所得税」の計算方法として最も適切なのはどれでしょう。,給与額に一律10％をかける,給与から社会保険料や各種控除を差し引いた「課税所得」に税率をかける,給与額に住民税を足して計算する,B,所得税は給与から社会保険料や各種控除を差し引いた課税所得に税率をかけて計算されます。,TRUE
144,IT・デジタル,IT用語,ブラウザという言葉の説明として適切なのはどれですか。,メールを送受信するための専用ソフト,会社のネットワーク機器を管理する仕組み,WebサイトやWebサービスを閲覧・利用するためのソフト,C,ブラウザは、Webサイトやクラウドサービスを利用するための基本的なソフトです。業務システムの利用にも関係します。,TRUE
145,データ分析・活用,データリテラシー,データに基づく意思決定の基本として最も適切なのはどれか,経験や勘を完全に使わないこと,データを参考にして客観的に判断すること,多数派の意見だけで決めること,B,データに基づく意思決定では経験や勘だけに頼らず 客観的な情報を確認して判断することが重要です,TRUE
146,税金・年末調整,住民税の基本,住民税の特徴として最も適切なのはどれでしょう。,給与額に応じて毎月変動する,前年の所得に基づいて翌年に課税される,賞与にのみ課税される,B,住民税は「前年の所得」に基づいて翌年6月から翌年5月まで課税される。特別徴収（給与天引き）の場合の一般的な期間です。,TRUE
147,税金・年末調整,年末調整の基本,年末調整の目的として最も適切なのはどれでしょう。,住民税を計算するため,1年間の所得税の過不足を精算するため,社会保険料を決定するため,B,年末調整は、毎月の源泉徴収で「払いすぎ・払い足りない」所得税を精算する手続き。,TRUE
148,データ分析・活用,データリテラシー,データの品質が低い場合に起こりやすい問題はどれか,判断の精度が下がる,必ず分析が速くなる,意思決定が不要になる,A,不正確なデータや欠けたデータを使うと 判断そのものの精度が低下します,TRUE
149,税金・年末調整,給与明細と税金,給与から差し引かれる社会保険料が増えると、所得税はどうなるでしょう。,所得税も増える,所得税は減る,所得税は変わらない,B,所得税は、給与から社会保険料や各種控除を差し引いた課税所得に対して課されるため、社会保険料が増えると一般的に所得税は減ります。,TRUE
150,勤怠管理,シフト勤務・変形労働時間制,シフト勤務における休憩時間の扱いとして最も適切なものはどれですか,短時間勤務者には勤務開始前に休憩を入れておけばよい,1日の労働時間に応じて必要な休憩を勤務時間の途中に与える必要がある,忙しい日は休憩を勤務終了後にまとめて与えればよい,B,シフト勤務でも休憩のルールは適用されます。労働から離れることが保障されていない時間は休憩として扱えない場合があるため、実態に合った管理が必要です,TRUE
151,労務・雇用,労働契約,正社員（無期雇用）の特徴として最も適切なのはどれでしょう。,契約期間が決まっている,会社都合でいつでも自由に解雇できる,雇用期間の定めがなく、長期雇用を前提とする,C,正社員は「雇用期間の定めがない」無期雇用。,TRUE
152,労務・雇用,労働契約,パート・アルバイトの労働条件として正しいのはどれでしょう。,労働基準法は適用されない,正社員より賃金を低くしなければならない,労働時間が短いだけで、労働者としての権利は同じ,C,パート・アルバイトも労働者であり、労働基準法は完全に適用される。,TRUE
153,労務・雇用,労働契約,派遣社員の雇用契約は誰と結ばれるでしょう。,派遣先企業,派遣元（派遣会社）,国,B,派遣社員は「派遣元（派遣会社）」と雇用契約を結び、派遣先で働く。,TRUE
154,データ分析・活用,データリテラシー,データを見る際に注意すべきことはどれか,都合のよいデータだけを見る,データの背景や前提を確認する,数値があれば必ず正しいと考える,B,データは集計方法や対象期間などの前提によって意味が変わるため 背景確認が重要です,TRUE
155,法務・コンプライアンス,契約基礎,請負契約の特徴として最も適切なのはどれでしょう。,労働時間を管理する必要がある,指揮命令を発注者が行う,完成した成果物に対して報酬が支払われる,C,請負契約は「成果物の完成」が報酬の条件。,TRUE
156,データ分析・活用,データリテラシー,意思決定後に行うべきこととして適切なのはどれか,結果を振り返らない,実施結果を確認し、次の改善に活かす,決定内容を変えない,B,意思決定後の結果を確認することで 次回以降の判断精度を高めることができます,TRUE
157,法務・コンプライアンス,契約基礎,準委任契約の特徴として最も適切なのはどれでしょう。,成果物の完成が報酬の条件,業務遂行そのものに対して報酬が支払われる,労働時間を発注者が管理する,B,準委任契約は「成果物ではなく、業務遂行そのもの」に対して報酬が支払われる。,TRUE
158,データ分析・活用,データリテラシー,データを活用した意思決定で最も大切な姿勢はどれか,最初の結論を変えない,データから学び改善し続ける,数値を細かく管理するだけにする,B,データ活用は一度の判断で終わらず 結果から学び継続的に改善する姿勢が重要です,TRUE
159,労務・雇用,労働契約,雇用形態トラブルを避けるために最も重要なことはどれでしょう。,契約書を作らず口頭で合意する,雇用形態に応じた法律・責任範囲を理解する,すべての人を正社員として扱う,B,雇用形態ごとに「法律・責任範囲・指揮命令の可否」が異なるため、理解不足はトラブルの元。,TRUE
